323950900,204972,198615,216139,188230,233163,116237,178126,225023,169848,204965,206015,193269,226252,152919,197181,220964,141580,219167,231946,158118,31329,116137,-845581,-8388607,1,2571,2575,2574,694,2474,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950901,205138,198752,216412,187864,233645,116659,178374,224920,170213,204907,206169,192949,226315,152584,197179,220531,141534,219393,232467,157546,31564,115627,-845410,-8388607,1,2567,2577,2575,695,2476,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950902,205437,198809,216453,187611,233955,116969,178077,224781,170370,204592,206002,192529,226395,153013,197619,219984,141560,219261,232901,156963,33023,115256,-845254,-8388607,1,2574,2575,2576,693,2476,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950903,205090,198523,215938,187889,233285,116561,177417,224803,170011,204658,205964,192573,226273,152916,197349,220244,141241,219118,232406,157182,33921,115717,-845200,-8388607,1,2573,2576,2577,695,2474,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950904,204739,198319,215606,188064,232794,116220,177137,224717,169773,204661,205849,193166,226424,152745,197013,220826,141311,219135,231715,157632,32870,116351,-845251,-8388607,1,2575,2573,2580,694,2474,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950905,204726,198268,215654,188034,232767,116196,177504,224753,169730,204677,205934,193218,226566,152807,197034,221120,141307,219174,231778,157905,31971,116280,-845223,-8388607,1,2577,2570,2575,696,2472,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950906,204491,198190,215450,188321,232376,115709,177269,224941,169483,204896,205919,193549,226529,152954,196888,221546,141480,219071,231493,158108,31840,116786,-845373,-8388607,1,2577,2576,2574,695,2468,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950907,204192,198055,215213,188611,232009,115446,177342,225040,169568,205087,206201,194028,226332,152857,196605,222219,141651,219424,231104,159104,30418,117231,-845402,-8388607,1,2573,2577,2573,697,2471,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950908,204623,198278,215602,188468,232519,115432,178129,224957,169362,204883,206070,193507,226520,152943,196943,222168,141709,219481,231045,158680,29572,116728,-845497,-8388607,1,2573,2580,2575,700,2470,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950909,204949,198532,216010,188245,233110,116248,178216,224995,169801,205154,206160,193577,226300,152805,197216,221300,141595,219420,231872,158527,30160,116237,-845449,-8388607,1,2576,2579,2572,696,2471,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950910,204997,198670,215976,188291,233031,116213,178175,224681,169859,204804,205957,193262,226203,152541,197089,220860,141544,219360,232060,157951,31139,116139,-845508,-8388607,1,2572,2580,2571,694,2473,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950911,205286,198772,216244,188163,233257,116681,178249,225062,170023,204888,205970,193075,226339,152711,197352,220753,141541,219320,232212,157958,31509,115816,-845315,-8388607,1,2571,2583,2574,695,2476,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950912,205767,198947,216565,187691,234042,117043,178183,224822,170356,204677,205986,192352,226112,152540,197223,219816,141462,219188,232795,157046,32551,115263,-845174,-8388607,1,2569,2581,2578,693,2476,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950913,205381,198797,216334,187890,233489,116685,177636,224884,170134,204622,206050,192417,225950,152421,197098,219934,141427,219063,232398,156950,33949,115753,-845134,-8388607,1,2573,2576,2576,691,2476,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950914,204991,198610,215783,188172,232995,116322,177389,224905,169729,204637,205893,192941,226119,152624,196927,220489,141281,219117,232003,157381,33276,116147,-845194,-8388607,1,2576,2577,2575,695,2471,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950915,205026,198462,215756,188290,232649,116268,177407,224719,169720,204661,206044,193107,226146,152565,196897,220820,141439,219134,231856,157869,32386,116442,-845206,-8388607,1,2577,2579,2580,694,2469,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950916,204668,198315,215528,188446,232655,116033,177399,224922,169702,204918,206051,193372,226186,152949,196946,221260,141570,219141,231659,158018,32025,116659,-845280,-8388607,1,2576,2576,2575,696,2469,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950917,204275,198079,215137,188839,231877,115458,177327,224946,169328,204958,206049,194075,226295,152847,196564,221949,141373,219150,230828,158715,30993,117057,-845425,-8388607,1,2573,2574,2570,696,2470,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950918,204511,198294,215628,188698,232345,115581,177927,225223,169513,204833,206092,193810,226350,152954,196840,221828,141786,219415,231234,159079,29405,116797,-845366,-8388607,1,2574,2577,2574,697,2469,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950919,204745,198492,215938,188344,232995,116005,178213,224965,169672,204824,206110,193529,226310,152975,197043,221389,141706,219409,231868,158789,29852,116334,-845484,-8388607,1,2573,2575,2572,700,2470,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950920,204834,198353,216028,188080,233031,116114,178157,225092,169706,204817,205897,193112,226334,152919,197513,221179,141632,219346,231994,158131,30827,116129,-845305,-8388607,1,2576,2577,2571,693,2475,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950921,204927,198486,216097,188065,233120,116331,178008,224883,169778,204769,205817,192956,226556,152945,197340,221154,141678,219302,232002,157914,31371,115970,-845327,-8388607,1,2573,2581,2574,693,2471,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950922,205350,198800,216525,187686,233877,116852,178197,224713,170381,204633,206014,192676,226517,152831,197633,220230,141418,219330,232785,157259,32052,115194,-845248,-8388607,1,2568,2580,2576,693,2478,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950923,205358,198675,216280,187689,233584,116620,177678,224657,170288,204610,206026,192450,226422,152861,197414,219960,141395,219179,232629,156940,33607,115484,-845155,-8388607,1,2571,2576,2576,693,2478,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950924,205018,198328,215872,188188,232961,116389,177315,224687,169770,204771,205995,193011,226408,152880,197101,220427,141309,219139,232116,157341,33515,116207,-845211,-8388607,1,2574,2576,2578,692,2478,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950925,204945,198439,215828,188438,232821,116219,177534,224722,169832,204607,206096,193320,226515,152916,196973,220981,141438,219001,231923,157921,32623,116370,-845091,-8388607,1,2577,2574,2579,694,2477,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950926,204764,198492,215719,188400,232754,116189,177532,224827,169786,204970,206168,193252,226249,152795,196867,220969,141443,219177,231819,157907,31949,116476,-845077,-8388607,1,2577,2574,2575,696,2471,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950927,204426,198135,215224,188734,232102,115547,177425,224936,169315,205120,205890,193732,226253,152651,196507,221719,141339,219228,231027,158708,31520,117374,-845316,-8388607,1,2576,2571,2577,697,2484,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950928,204388,198338,215466,188950,232190,115579,177673,225123,169361,204933,206053,193908,226061,152597,196633,221816,141586,219238,231184,159085,29620,117059,-845500,-8388607,1,2576,2577,2574,697,2469,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950929,204568,198546,215881,188488,232876,116008,178108,225096,169851,204984,206069,193723,226012,152771,197070,221315,141786,219419,231811,158982,29699,116372,-845388,-8388607,1,2573,2575,2580,697,2469,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950930,204921,198633,215980,188087,233245,116382,178227,224971,170138,204750,206111,193216,226301,152598,197149,220926,141842,219455,232160,158366,30696,116177,-845377,-8388607,1,2575,2577,2574,699,2471,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950931,204807,198507,216001,188073,232917,116138,177963,224846,169888,204724,206032,193162,226061,152650,197165,220913,141533,219225,232070,158084,31332,116236,-845359,-8388607,1,2575,2580,2574,702,2473,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950932,205248,198687,216416,187672,233809,116787,178096,224628,170280,204605,206090,192698,226145,152680,197402,220383,141498,219400,232550,157561,31730,115463,-845168,-8388607,1,2573,2581,2576,694,2473,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950933,205296,198633,216217,187612,233657,116813,177673,224625,170312,204640,205953,192437,226321,152722,197370,219957,141411,219210,232889,156885,33440,115169,-845150,-8388607,1,2571,2577,2577,694,2480,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950934,204825,198277,215780,187847,233058,116371,177422,224659,170083,204631,205818,192706,226396,152753,197153,220484,141457,218918,231968,157182,33747,115932,-845024,-8388607,1,2573,2571,2578,692,2477,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950935,204717,198281,215635,188171,232793,116219,177382,224769,169629,204594,205838,193171,226428,152871,197005,221121,141531,219082,231783,157656,32805,116424,-845058,-8388607,1,2576,2575,2578,692,2471,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950936,204808,198322,215736,188077,232612,116066,177534,224795,169526,204831,205685,192949,226515,152945,197191,220999,141454,219181,231785,157674,31937,116296,-845219,-8388607,1,2576,2573,2578,692,2469,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950937,204468,198193,215260,188500,232015,115491,177260,224937,169247,204744,205554,193633,226430,153151,197067,221705,141505,219123,231252,158370,31704,117065,-845211,-8388607,1,2576,2571,2578,694,2471,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950938,204409,198220,215320,188692,232066,115446,177581,225157,169355,204921,205830,193869,226383,152776,196777,222155,141593,219376,230990,159135,30109,117173,-845394,-8388607,1,2575,2579,2574,690,2469,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950939,204739,198515,215802,188481,232694,115822,178135,225215,169533,205051,206117,193796,226346,152717,197020,221529,141711,219341,231481,158902,29432,116609,-845328,-8388607,1,2571,2578,2573,697,2469,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950940,205048,198706,216051,188353,233203,116283,178172,224938,169943,204801,205956,193329,226249,152761,197328,221209,141643,219300,232035,158513,30439,116189,-845309,-8388607,1,2573,2581,2574,698,2471,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950941,204941,198616,216167,188185,233102,116277,178136,225093,169916,204821,206144,193291,226394,152843,197130,221069,141553,219197,231968,158019,31362,116100,-845240,-8388607,1,2573,2578,2571,695,2474,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950942,205240,198777,216355,187960,233765,116792,178244,224826,170242,204640,205940,192940,226118,152830,197253,220238,141541,219259,232409,157755,31604,115604,-845130,-8388607,1,2573,2578,2570,696,2475,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950943,205628,198909,216674,187719,233999,117026,178012,224623,170372,204518,206022,192318,226017,152551,197234,219926,141417,219026,232854,156725,33019,115339,-845034,-8388607,1,2569,2579,2576,694,2475,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950944,205141,198653,216200,187931,233398,116753,177469,224901,170182,204939,205822,192692,226100,152367,196985,220147,141258,219018,232326,156872,33877,115919,-844914,-8388607,1,2569,2576,2576,694,2479,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950945,204947,198549,215816,188271,232704,116388,177321,224788,169954,204917,205887,193176,226149,152530,196775,220686,141388,219057,231861,157598,33076,116382,-845085,-8388607,1,2580,2575,2578,689,2474,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
323950946,204819,198411,215592,188088,232744,116165,177471,224803,169827,204824,205807,193117,226150,152573,196726,220628,141302,218958,231711,157710,32132,116357,-845090,-8388607,1,2577,2572,2580,689,2469,-10110976,1,1,15,1,100.000000,0.000000,0.000000,
